kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori
煠,7160,,1-41-94,1-87-56,86,,13,,,ye4;Diệp;Sáp;Tạc;ヨウ;チョウ;ソウ;ジョウ;や.く;いた.める;ゆ.でる,to fry in fat or oil;to scald;to seethe;to boil,
煨,7168,,1-42-01,1-87-57,86,,13,,,wei1;oe;Ôi;Ổi;Úy;Oi;Ỏi;ワイ;ウツ;ウチ;うずみび,to stew;simmer;banked fire,
煹,7179,,1-42-02,,86,,14,,,wei1;コウ;ク;のろし,,
熀,7180,,1-42-03,2-79-89,86,,14,,,huang3;yeob;Hoảng;ヨウ;キョウ;コウ;さかん,the blaze of fire;dazzling,
熅,7185,,1-42-04,1-87-59,86,,14,,,yun2;on;Huân;Uân;Uấn;Uẩn;Úy;Un;Ùn;ウン;オン;うずみび;いき.れ,smooth out;iron out;sultriness,
熇,7187,,1-42-05,1-87-60,86,,14,,,he4;hyo;Hác;Hốc;Khảo;Cao;コク;カク;コウ;あつ.い,bake,
熌,718c,,1-42-06,,86,,14,,,kao3;セン;もえあが.る,,
熒,7192,,1-42-07,1-87-61,86,,14,,,ying2;hyeong;Huỳnh;Oanh;ケイ;ギョウ;コウ;ひかり,shine;shimmer;shining;dazzling,
熚,719a,,1-42-08,,86,,15,,,bi4;Bức;Diệp;Điệp;ヒツ;ヒチ,,
熛,719b,,1-42-09,2-79-90,86,,15,,,biao1;pyo;Tiêu;ヒョウ,blaze,
熠,71a0,,1-42-10,2-79-91,86,,15,,,yi4;seub;Dập;Tập;Giập;Rấp;ユウ;シュウ;ひかり,bright and sparkling,
熢,71a2,,1-42-11,2-79-92,86,,15,,,feng1;bong;ホウ;のろし;とぶひ,,
熯,71af,,1-42-12,2-79-94,86,,15,,,han4;seon;Hán;Hãn;Nạn;Nhiễn;ゼン;ネン;ガン;かわく,by fire,
熰,71b0,,1-42-13,,86,,15,,,ou1;Âu;オウ;ウ;まるやき,great drought;heat,
熲,71b2,,1-42-14,,86,,15,,,jiong3;gyeong;Cảnh;Quýnh;ケイ;キョウ;ひかり,bright,
熳,71b3,,1-42-15,2-80-01,86,,15,,,man4;Mạn;Man;マン;みだ.りに,,
熺,71ba,,1-42-16,1-87-63,86,,16,,,xi1;heui;Hi;Hy;キ;あぶ.る;あか.るい,dim light;glimmer;warm,
熿,71bf,,1-42-17,,86,,16,,,huang2;Hoàng;Hoảng;コウ;オウ;かがや.く,,
燀,71c0,,1-42-18,,86,,16,,,chan3;Sán;Xiển;Xên;セン;タン;たく,to make a fire;blaze,
燁,71c1,,1-42-19,1-87-62,86,,16,,,ye4;yeob;Diệp;ヨウ;ユウ;オウ;さかん,bright;glorious;splendid;flame,
燄,71c4,,1-42-20,1-87-64,86,,16,,,yan4;Diễm;Diệm;エン;ほのお,flame;blazing;brilliant,
燋,71cb,,1-42-21,2-80-03,86,,16,,,jiao1;cho;Tiêu;Tiều;ショウ;セキ;シャク;たいまつ,scorch;burn;scald;torch;bonfire,
燌,71cc,,1-42-22,,86,,16,,,fen2;フン;ホン;ハン;た.く;や.く;やきがり,,
燓,71d3,,1-42-23,2-80-04,86,,16,,,fen2;Phàn;Phưng;フン;ホン;ハン;た.く;や.く;やきがり,,
燖,71d6,,1-42-24,,86,,16,,,xun2;sim;Tầm;Tần;シン;セン;に.る,re-heat food,
燙,71d9,,1-42-25,2-80-05,86,,16,,,tang4;tang;Đãng;Năng;Nãng;Thang;Nắng;トウ;あたた.める,scald;heat;wash;iron clothes,
燚,71da,,1-42-26,,86,,16,,,yi1;Diệc;イツ;イチ,,
燜,71dc,,1-42-27,2-80-06,86,,16,,,men4;Muộn;モン,simmer;cook over slow fire,
燸,71f8,,1-42-28,,86,,18,,,ru2;Nhu;ニュ;ダン;ジュ;あたた.める,,
燾,71fe,,1-42-29,1-87-65,86,,18,,,dao4;tao1;tao2;do;Đào;Đảo;Đạo;トウ;チュウ;ジュ;てらす,shine;illuminate;cover;envelop,
爀,7200,,1-42-30,1-87-66,86,,18,,,he4;hyeog;Hách;カク;あか.い;かがや.く,,
爇,7207,,1-42-31,2-80-07,86,,19,,,ruo4;seol;Nhiệt;Nhược;ゼツ;ネチ;ゼイ;ネイ;ネツ;や.く,burn,
爈,7208,,1-42-32,,86,,19,,,di4;リョ;ロ;や.く;やまび,,
爉,7209,,1-42-33,,86,,19,,,ly4;Dộp;Lạp;Sáp;ロウ;リョウ,,
爓,7213,,1-42-34,,86,,20,,,yan4;Diêm;Diễm;Diệm;Kiền;エン;セン;ひかり,flame;brilliant;blazing,
爗,7217,,1-42-35,,86,,20,,,yan4;yeob;Diệp;ヨウ;ユウ;オウ;さかん,,
爚,721a,,1-42-36,,86,,21,,,yue4;yag;Dược;Thược;ヤク;シャク,bright;fiery,
爝,721d,,1-42-37,,86,,22,,,jue2;Tước;シャク;サク;ショウ;たいまつ,,
爟,721f,,1-42-38,,86,,22,,,guan4;gwan;Quán;カン;ケン;や.く,fire,
爤,7224,,1-42-39,,86,,25,,,lan4;ラン;ただ.れる,,
爫,722b,,1-42-40,2-80-10,87,,4,,,lan4,claw radical (no. 87),
爯,722f,,1-42-41,,87,,9,,,zhao3;Xưng;ショウ;となえ;あ.げる,,
爴,7234,,1-42-42,2-80-11,87,,14,,,jue2;カク;さら.う;つか.む,,
爸,7238,,1-42-43,2-80-12,88,,8,,,ba4;pa;Ba;Bá;Bà;Bả;ハ,father;papa,
爹,7239,,1-42-44,2-80-13,88,,10,,,die1;da;Đa;Đà;Ta;Tía;タ,father;daddy,
牁,7241,,1-42-45,,90,,9,,,ge1;Ca;Kha;カ;くい,mooring stake;painter;mooring,
牂,7242,,1-42-46,2-80-15,90,,10,,,zang1;jang;Tang;Tường;ソウ;めひつじ,female sheep;ewe,
牃,7243,,1-42-47,,90,,13,,,zang1;チョウ;オウチョウ;ヨウ;ショウ;ゆずりは,,
牅,7245,,1-42-48,,90,,15,,,die2;Dung;ヨウ;かきね,,
牎,724e,,1-42-49,,91,,13,,,yong1;Song;ソウ;ス;まど;てんまど;けむだし,,
牏,724f,,1-42-50,,91,,13,,,tou2;Du;チュ;ユ;シュ,privy hole,
牐,7250,,1-42-51,,91,,13,,,tou2;Sáp;ソウ;ジョウ;いたがこい,sluice;flood gate;canal lock,
牓,7253,,1-42-52,2-80-16,91,,14,,,bang3;bang;Bảng;ホウ;かじ;たてふだ;ふだ,tablet;public notice;register,
牕,7255,,1-42-53,1-87-68,91,,15,,,bang3;Song;ソウ;ス;まど;てんまど;けむだし,window,
牖,7256,,1-42-54,1-87-69,91,,15,,,you3;yu;Dũ;Dữu;Dứu;Giũ;ユウ;ユ;まど,window;lead enlightenment,
牚,725a,,1-42-55,,92,,12,,,cheng4;cheng1;taeng;Sanh;Xanh;トウ;チョウ;はしら,,
牜,725c,,1-42-56,,93,,4,,,cheng1,ox;cow;cow radical (no. 93),
牞,725e,,1-42-57,,93,,6,,,jiu1;キュウ;ク,,
牠,7260,,1-42-58,,93,,7,,,ta1;Đà;Tha;タ,it,
牣,7263,,1-42-59,2-80-18,93,,8,,,ren4;Nhẫn;Nhận;Nhẳn;ジン;ニン;み.ちる,fill;stuff;full,
牨,7268,,1-42-60,,93,,8,,,ren4;コウ;チン;おうし,,
牫,726b,,1-42-61,,93,,8,,,fa2;Phạt;ハツ;カ;ボチ;き.る;そむ.く;う.つ,,
牮,726e,,1-42-62,2-80-20,93,,9,,,jian4;Tiến;セン;つっぽり,,
牯,726f,,1-42-63,2-80-21,93,,9,,,gu3;go;Cổ;コ;ク;おうし,cow;bull;ox,
牱,7271,,1-42-64,,93,,9,,,gu3;カ,,
牷,7277,,1-42-65,,93,,10,,,quan2;Toàn;セン;いけにえ,cow or ox of one color;perfect,
牸,7278,,1-42-66,2-80-22,93,,10,,,zi4;ja;Tự;シ;め.す,the female of certain animals;to bring forth young (of animals),
牻,727b,,1-42-67,,93,,11,,,mang2;Mang;ボウ;モウ;まだら,,
牼,727c,,1-42-68,,93,,11,,,keng1;Khanh;Kinh;コウ;キョウ;カン;ケン,man,
牿,727f,,1-42-69,2-80-23,93,,11,,,gu4;Cố;Cốc;コク;おり,,
犄,7284,,1-42-70,,93,,12,,,ji1;Cơ;Ki;Ky;Ỷ;イ;キ,animal horns,
犉,7289,,1-42-71,,93,,12,,,run1;Nhuyên;Thuần;ジュン;ニン;ゼン;ネン,ox with yellow hair and a black head,
犍,728d,,1-42-72,1-87-71,93,,13,,,jian1;qian2;geon;Kiên;Kiền;ケン;コン,bullock;fabulous monster,
犎,728e,,1-42-73,2-80-24,93,,13,,,feng1;Phong;ホウ;フ,the zebu;humped-ox,
犓,7293,,1-42-74,,93,,14,,,chu2;Xu;ス;シュ;スウ,,
犛,729b,,1-42-75,1-87-72,93,,15,,,li2;Li;Ly;Mao;Tê;ボウ;ミョウ;モウ;リ;からうし;や.く,black ox;yak,
犨,72a8,,1-42-76,,93,,20,,,chou1;Sưu;Thù;シュウ;シュ,panting of cow;grunting of ox,
犭,72ad,,1-42-77,2-80-26,94,,3,,,quan3,dog;dog radical (no. 94),
犮,72ae,,1-42-78,2-80-27,94,,5,,,ba2;Bạt;ハツ;バチ,,
犱,72b1,,1-42-79,2-80-29,94,,6,,,bo2;ケキ;キャク,,
犴,72b4,,1-42-80,,94,,6,,,an4;han4;an;Can;Hãn;Ngan;Ngạn;カン,wild dog (not very large);lock-up,
犾,72be,,1-42-81,1-87-73,94,,7,,,han4;Chó;ギン,,
狁,72c1,,1-42-82,2-80-30,94,,7,,,yun3;Doãn;Duẫn;イン,tribe of Scythian nomads,
狇,72c7,,1-42-83,,94,,7,,,yun3;Bái;Mộc;ボク,,
狉,72c9,,1-42-84,,94,,8,,,pi1;bi;Phi;ヒ;こだぬき,fox-cub,
狌,72cc,,1-42-85,2-80-32,94,,8,,,sheng1;Bích;Sinh;Tinh;Tính;ショウ;セイ;ソウ,,
狕,72d5,,1-42-86,,94,,8,,,sheng1;オウ;ヨウ,,
狖,72d6,,1-42-87,,94,,8,,,you4;Dứu;ユウ;ユ,,
狘,72d8,,1-42-88,,94,,8,,,yue4;Huyết;Quyên;ケツ;カチ,jump,
狟,72df,,1-42-89,,94,,9,,,huan2;Hoàn;カン;ケン,,
狥,72e5,,1-42-90,,94,,9,,,huan2;sun;Tuân;Tuẫn;シュン;あまね.し;したが.う;とな.える,follow,
狳,72f3,,1-42-91,2-80-35,94,,10,,,yu2;ヨ,,
狴,72f4,,1-42-92,,94,,10,,,bi4;pye;Bệ;ヘイ;ハイ,kind of tapir;fierce beast depicted on the door of prisons,
狺,72fa,,1-42-93,2-80-36,94,,10,,,yin2;eun;Ngân;Ngan;ゲン;ゴン;ギン,the snarling of dogs,
狻,72fb,,1-42-94,1-87-75,94,,10,,,suan1;san;Toan;サン;シュン,fabulous beast,
狾,72fe,,1-43-01,,94,,10,,,zhi4;Chế;セイ;ケイ,,
猂,7302,,1-43-02,,94,,10,,,zhi4;Hãn;カン;たけし;あらし,,
猄,7304,,1-43-03,,94,,11,,,han4;ケイ;キョウ,,
猅,7305,,1-43-04,,94,,11,,,jing1;ハイ,,
猇,7307,,1-43-05,2-80-37,94,,11,,,yao2;Hổ;Khiêu;オウ;ヨウ;コウ;キョウ;うそぶ.く;いか.る;しし;たた.く,the roar of a tiger;to intimidate;to scare,
猋,730b,,1-43-06,,94,,12,,,biao1;Tiêu;ヒョウ,wind;storm;gale;dog moving,
猍,730d,,1-43-07,,94,,11,,,li2;Lai;Lạp;Liệp;リ;ライ;たぬき,,
猒,7312,,1-43-08,2-80-38,94,,12,,,yan1;Yêm;エン;オウ;ヨウ;あ.きる,,
猓,7313,,1-43-09,,94,,11,,,guo3;gwa;Quả;カ,monkey,
猘,7318,,1-43-10,2-80-39,94,,11,,,zhi4;je;Chế;Chệ;セイ;ケイ,fierce dog;furious;frenzied,
猙,7319,,1-43-11,2-80-40,94,,11,,,zheng1;jaeng;Tranh;ソウ;ショウ,fierce-looking;ferocious,
猞,731e,,1-43-12,,94,,11,,,she4;she1;Sá;Xá;シャ,,
猢,7322,,1-43-13,,94,,12,,,hu2;hu1;ho;Hồ;コ,kind of monkey found in W. China,
猤,7324,,1-43-14,,94,,12,,,hu2;Quí;Quý;キ;たけしい;いさ.ましい,,
猧,7327,,1-43-15,1-87-77,94,,12,,,wo1;wa;Oa;カ;ワ;ちん,,
猨,7328,,1-43-16,1-87-78,94,,12,,,yuan2;weon;Viên;エン;さる,ape,
猬,732c,,1-43-17,2-80-43,94,,12,,,wei4;Vị;イ;はりねずみ,vulgar;wanton;low;many;varied,
猱,7331,,1-43-18,2-80-44,94,,12,,,nao2;no;Nao;Nhu;ドウ;ノウ;ジュウ;ニュウ;さる,monkey with yellow hair,
猲,7332,,1-43-19,,94,,12,,,xie1;he4;Cát;Hạt;Hiết;Yết;カツ;カチ;リョウ;ケツ;おおかみ,smoke or flames from fire;to roast,
猵,7335,,1-43-20,,94,,12,,,bian1;Biên;Biển;ヘン;ヒン,,
猺,733a,,1-43-21,,94,,13,,,yao2;Dao;Diêu;ヨウ,jackal;name of a tribe,
猻,733b,,1-43-22,,94,,13,,,sun1;Tôn;ソン;さる,monkey,
猽,733d,,1-43-23,2-80-46,94,,13,,,ming2;ベイ;ミョウ;メイ,,
獃,7343,,1-43-24,,94,,14,,,dai1;ae;Ngai;Ngốc;Ngây;ガイ;おろ.か,dull;dull-minded;simple;stupid,
獍,734d,,1-43-25,,94,,14,,,jing4;Cánh;Kính;キョウ;ケイ;かがみ,,
獐,7350,,1-43-26,1-87-80,94,,14,,,zhang1;jang;Chương;Tràng;ショウ;のろ,roebuck;hornless river deer,
獒,7352,,1-43-27,2-80-47,94,,15,,,ao2;o;Ngao;ゴウ;いぬ,mastiff;large fierce dog,
獖,7356,,1-43-28,,94,,14,,,ben4;フン;ホン,,
獘,7358,,1-43-29,,94,,16,,,bi4;pye;Bệ;Tệ;ヘイ;ヘツ;ベチ,collapse,
獝,735d,,1-43-30,,94,,15,,,yu4;Huất;Húc;キツ;キチ;イツ;イチ;くる.う,devil,
獞,735e,,1-43-31,,94,,15,,,tong2;Đồng;トウ;ズ,name of a variety of dog;wild tribes in South China,
獟,735f,,1-43-32,,94,,15,,,yao4;Hiêu;Nghiêu;ゴウ;キョウ,,
獠,7360,,1-43-33,,94,,15,,,liao2;ryo;Cần;Lão;Liêu;リョウ;ロウ;トウ;かり,to hunt at night by torches,
獦,7366,,1-43-34,1-87-81,94,,16,,,ge2;Cát;カツ;カチ;リョウ;ケツ;おおかみ,,
獧,7367,,1-43-35,,94,,16,,,juan4;Quyến;ケン;はねおど.る,rash;honest and straightforward,
獩,7369,,1-43-36,,94,,16,,,hui4;ye;Uế;ワイ;エ,,
獫,736b,,1-43-37,2-80-49,94,,16,,,xian3;heom;Hiểm;Kiểm;ケン;レン,dog,
獬,736c,,1-43-38,2-80-50,94,,16,,,xie4;hae;Giải;Hãi;Hải;カイ;ゲ,fabulous monster,
獮,736e,,1-43-39,2-80-52,94,,17,,,xian3;Tiễn;Tiển;セン;かり,hunt;autumn hunting;to capture with a fine net,
獯,736f,,1-43-40,2-80-53,94,,17,,,xun1;hun;Huân;クン,tribe of Scythians which invaded China during the Hsia dynasty,
獱,7371,,1-43-41,2-80-54,94,,17,,,bian1;Tân;ヘン;ヒン,kind of otter,
獷,7377,,1-43-42,2-80-55,94,,18,,,guang3;gwang;Quáng;Quảng;Quánh;コウ;キョウ;ク;あら.い,fierce;rude;uncivilized,
獹,7379,,1-43-43,,94,,19,,,lu2;Lô;Lư;ロ;ル;いぬ,hound,
獼,737c,,1-43-44,1-87-82,94,,20,,,mi2;mi;Di;Mi;My;Mị;Mỵ;ビ;ミ;さる,macacus monkey,
玀,7380,,1-43-45,,94,,22,,,luo2;La;ラ,pig;Holo aboriginal tribe,
玁,7381,,1-43-46,2-80-56,94,,23,,,xian3;heom;Hiềm;Hiểm;ケン;レン,dog with a long snout or muzzle,
玃,7383,,1-43-47,,94,,23,,,qu2;Quặc;キャク;カク;ケキ;ク;ワク;おおざる,large ape found in W. China,
玅,7385,,1-43-48,2-80-57,95,,9,,,miao4;Diệu;ミョウ;ビョウ;たえ,mysterious;subtle;exquisite,
玆,7386,,1-43-49,,95,,10,,,zi1;ja;Huyền;Tư;シ;ケン;しげ.る;ます;むしろ;ここに,now;here;this;time;year,
玎,738e,,1-43-50,,96,,6,,,ding1;jeong;Đinh;テイ;チョウ;トウ,jingling;tinkling,
玐,7390,,1-43-51,,96,,6,,,ba1;ハツ;ハチ,,
玓,7393,,1-43-52,,96,,7,,,di4;Đích;テキ;チャク;ひか.る,pearly,
玕,7395,,1-43-53,1-87-83,96,,7,,,gan1;gan;Can;カン,inferior variety of gem,
玗,7397,,1-43-54,,96,,7,,,yu2;u;Dư;Vu;ウ,1/2 pr stone,
玘,7398,,1-43-55,2-80-60,96,,7,,,qi3;gi;キ;たま,court-dress jewels,
玜,739c,,1-43-56,2-80-61,96,,8,,,hong2;コウ;ク;たま,,
玞,739e,,1-43-57,2-80-62,96,,8,,,fu1;bu;Phu;フ,inferior agate,
玟,739f,,1-43-58,1-87-84,96,,8,,,wen2;min2;min;Mai;Mân;Văn;ビン;ミン;バイ;マイ;ブン;モン,streaks in jade;gem,
玠,73a0,,1-43-59,1-87-85,96,,8,,,jie4;gae;Giới;カイ,large jade tablet used by official,
玢,73a2,,1-43-60,1-87-86,96,,8,,,bin1;fen1;Phân;ヒン;フン;ハン;ヘン;たま,,
玥,73a5,,1-43-61,2-80-63,96,,8,,,yue4;Ngoạt;Nguyệt;ゲツ;ガチ,mysterious gem;pearl,
玦,73a6,,1-43-62,1-87-87,96,,8,,,jue2;gyeol;Quyết;ケツ;ケチ,broken piece of jade,
玪,73aa,,1-43-63,,96,,8,,,jian1;カン;ケン;ギン;ゴン;リン,,
玫,73ab,,1-43-64,1-87-88,96,,8,,,mei2;mae;Mai;Mân;Phốc;バイ;メ;マイ,rose,
玭,73ad,,1-43-65,,96,,8,,,pi2;bin;Biền;Tần;Vĩ;ヒン;ヘン,,
玵,73b5,,1-43-66,2-80-65,96,,9,,,an2;ガン,,
玷,73b7,,1-43-67,2-80-66,96,,9,,,dian4;jeom;Điếm;Đém;テン;か.ける,flaw in gem;flaw in character,
玹,73b9,,1-43-68,2-80-67,96,,9,,,xuan2;hyeon;ケン;いし,,
玼,73bc,,1-43-69,2-80-68,96,,9,,,ci3;Thể;Thí;Thử;Tì;Tỳ;セイ;サイ;サ;シ;あざ.やか,beautiful color of gem;flaw in gem,
玽,73bd,,1-43-70,,96,,9,,,gou3;コウ;ク,,
玿,73bf,,1-43-71,2-80-69,96,,9,,,shao2;ショウ,,
珅,73c5,,1-43-72,2-80-70,96,,9,,,shen1;Thân;シン,,
珆,73c6,,1-43-73,,96,,9,,,yi2;i;イ;タイ,,
珉,73c9,,1-43-74,1-87-89,96,,9,,,min2;min;Dân;Mân;Mần;ビン;ミン,stone resembling jade,
珋,73cb,,1-43-75,2-80-71,96,,9,,,liu3;リュウ;ル;いし,,
珌,73cc,,1-43-76,,96,,9,,,bi4;pil;Tất;ヒツ;ヒチ;ヘツ;ベチ;かざり,ornament,
珏,73cf,,1-43-77,1-87-90,96,,9,,,jue2;gag;Giác;Pháp;カク;コク,two pieces of jade joined together,
珒,73d2,,1-43-78,,96,,10,,,jin1;jin;シン;たま,,
珓,73d3,,1-43-79,,96,,10,,,jiao4;Giảo;コウ;キョウ,two hemispherical objects,
珖,73d6,,1-43-80,1-87-91,96,,10,,,guang1;gwang;Quang;コ;コウ;たま,karat,
珙,73d9,,1-43-81,1-87-92,96,,10,,,gong3;gong;Củng;キョウ;コウ,precious stone;Xian in Sichuan,
珝,73dd,,1-43-82,,96,,10,,,xu3;hu;ク;たま,,
珡,73e1,,1-43-83,2-80-72,96,,10,,,qin2;Cầm;キン;こと,,
珣,73e3,,1-43-84,1-87-93,96,,10,,,xun2;sun;Tuân;Tuần;シュン;たま,name of a kind of jade,
珦,73e6,,1-43-85,,96,,10,,,xiang2;hyang;Hướng;キョウ;ドウ;ショウ,kind of jade,
珧,73e7,,1-43-86,2-80-73,96,,10,,,yao2;Dao;Diêu;ヨウ;たいらぎ,mother-of-pearl,
珩,73e9,,1-43-87,1-87-94,96,,10,,,heng2;hang2;hyeong;Hành;Hoành;コウ;ギョウ,the top gem of the pendants,
珴,73f4,,1-43-88,,96,,11,,,e2;ガ,,
珵,73f5,,1-43-89,,96,,11,,,cheng2;jeong;テイ;ジョウ;チョウ,,
珷,73f7,,1-43-90,,96,,11,,,wu3;mu;Vũ;ブ;ム,1/2 pr st,
珹,73f9,,1-43-91,2-80-74,96,,11,,,cheng2;seong;セイ;ジョウ;たま,type of jade;pearl,
珺,73fa,,1-43-92,2-80-76,96,,11,,,jun4;Quân;Quận;クン,beautiful jade,
珻,73fb,,1-43-93,,96,,11,,,mei2;バイ;メ;マイ;たま,,
珽,73fd,,1-43-94,,96,,11,,,ting3;jeong;Đĩnh;テイ;チョウ,jade tablet,
珿,73ff,,1-44-01,,96,,11,,,chuo4;シュク;スク;サク;ひと.しい,,
琀,7400,,1-44-02,,96,,11,,,han2;Hàm;カン;ゴン;ふくみだま,gems of pearls formerly put into the mouth of a corpse,
琁,7401,,1-44-03,2-80-77,96,,11,,,xuan2;seon;Quỳnh;Toàn;セン;ケイ,beautiful jade;star,
琄,7404,,1-44-04,,96,,11,,,quan3;hyeon;ケン;ケイ;ギョウ;たま,,
琇,7407,,1-44-05,1-88-01,96,,11,,,xiu4;su;Tú;シュウ;シュ;ユウ;ウ,coarse variety of jasper or jade,
琊,740a,,1-44-06,1-88-02,96,,11,,,ye2;ya2;Da;Gia;Nha;ヤ,(arch.) place in eastern Shandong,
琑,7411,,1-44-07,,96,,11,,,suo3;サ;ちいさ.い;くさり,,
琚,741a,,1-44-08,1-88-03,96,,12,,,ju1;Cư;キョ;コ,,
琛,741b,,1-44-09,1-88-04,96,,12,,,chen1;chim;Sâm;Thám;チン;シン;たから,treasure;valuables,
琤,7424,,1-44-10,2-80-78,96,,12,,,cheng1;jaeng;Sanh;Tranh;ソウ;ショウ,jade of jade being;tinkle,
琦,7426,,1-44-11,1-88-06,96,,12,,,qi2;gi;Cơ;Kì;Kỳ;キ;たま,gem;precious stone;jade,
琨,7428,,1-44-12,1-88-07,96,,12,,,kun1;gon;Côn;コン,beautiful jade;precious stones,
琩,7429,,1-44-13,,96,,12,,,chang1;ショウ;みみだま,,
琪,742a,,1-44-14,1-88-08,96,,12,,,qi2;gi;Kì;Kỳ;キ;たま,type of jade,
琫,742b,,1-44-15,1-88-09,96,,12,,,beng3;bong;Bồng;Bổng;ホウ;フ,ornament,
琬,742c,,1-44-16,1-88-10,96,,12,,,wan3;wan;Uyển;エン;オン;ワン,the virtue of a gentleman;jade,
琭,742d,,1-44-17,,96,,12,,,lu4;Lộc;Lục;コク;ロク;たま,jade like stone,
琮,742e,,1-44-18,1-88-11,96,,12,,,cong2;jong;Tông;ソウ;ス,octagonal piece of jade with hole in middle,
琯,742f,,1-44-19,1-88-12,96,,12,,,guan3;gwan;Quan;Quản;カン;コン,jade tube used as an instrument,
琰,7430,,1-44-20,1-88-13,96,,12,,,yan3;yeom;Diễm;Diệm;Dặm;エン,jewel;gem;glitter of gems,
琱,7431,,1-44-21,2-80-79,96,,12,,,diao1;jo;Chu;Điêu;Tủi;チョウ;チュウ,engrave;inlay;carve;exhaust,
琹,7439,,1-44-22,2-80-80,96,,12,,,qin2;Cầm;キン;こと,,
瑀,7440,,1-44-23,2-80-82,96,,13,,,yu3;u;Vũ;ウ,stone resembling jade;agate,
瑃,7443,,1-44-24,2-80-83,96,,13,,,chun1;chun;チュン,,
瑄,7444,,1-44-25,1-88-14,96,,13,,,xuan1;xuan3;seon;Tuyên;セン,ornamental piece of jade several,
瑆,7446,,1-44-26,1-88-15,96,,13,,,xing1;seong;セイ;ショウ,,
瑇,7447,,1-44-27,1-88-16,96,,13,,,dai4;Đại;タイ;たいまい,tortoise shell,
瑋,744b,,1-44-28,1-88-17,96,,13,,,wei3;wi;Vĩ;イ,type of jade;rare;valuable,
瑍,744d,,1-44-29,2-80-84,96,,13,,,huan4;カン,,
瑑,7451,,1-44-30,,96,,13,,,zhuan4;Chiện;Soạn;Triện;テン;うきぼり,carve;engrave;cut out;sculpt,
瑒,7452,,1-44-31,2-80-85,96,,13,,,yang2;Đãng;Dương;Sướng;チョウ;トウ;ジョウ,,
瑗,7457,,1-44-32,1-88-18,96,,13,,,yuan4;weon;Viện;エン;オン;カン;ゲン,large ring of fine jade,
瑝,745d,,1-44-33,2-80-86,96,,13,,,huang2;hwang;コウ;オウ,,
瑢,7462,,1-44-34,1-88-19,96,,14,,,rong2;yong;Dong;Dung;ヨウ;ユ,,
瑦,7466,,1-44-35,,96,,14,,,wu3;オ;ウ,,
瑧,7467,,1-44-36,,96,,14,,,jin1;Trăn;シン;たま,,
瑨,7468,,1-44-37,,96,,14,,,jin4;jin;Tấn;シン,jade look alike stone,
瑫,746b,,1-44-38,1-88-20,96,,14,,,tao1;Thao;トウ,,
瑭,746d,,1-44-39,1-88-21,96,,14,,,tang2;dang;Đường;トウ;たま,kind of jade,
瑮,746e,,1-44-40,,96,,14,,,li4;Lật;リツ;リチ;うつく.しい,,
瑱,7471,,1-44-41,2-80-87,96,,14,,,tian4;jeon;Chấn;Điền;Thến;Thiến;Trấn;テン;チン;シン;みみだま,gem used as ear plug;jade earring,
瑲,7472,,1-44-42,,96,,14,,,qiang1;chang;Thương;ショウ;ソウ,tinkling sound tinkling of pendant gems,
璀,7480,,1-44-43,,96,,15,,,cui3;choe;Thôi;Thối;Thổi;サイ;スイ,lustre of gems;glitter;shine,
璁,7481,,1-44-44,2-80-88,96,,15,,,cong1;Thông;Tổng;ソウ;ス,,
璅,7485,,1-44-45,2-80-89,96,,15,,,suo3;Tảo;Tỏa;ソウ;サ,gem,
璆,7486,,1-44-46,1-88-22,96,,15,,,qiu2;gu;Cầu;Cù;キュウ;ク;ユウ;ユ,beautiful jade;tinkle,
璇,7487,,1-44-47,1-88-23,96,,15,,,xuan2;seon;Toàn;Tuyền;Triền;セン,beautiful jade;star,
璉,7489,,1-44-48,1-88-24,96,,15,,,lian2;lian3;ryeon;Liễn;レン;リン;うつわ,vessel used hold grain offerings,
璏,748f,,1-44-49,,96,,15,,,wei4;テイ;エツ;オチ;エイ;エ,,
璐,7490,,1-44-50,1-88-29,96,,15,,,lu4;Lộ;ロ,beautiful variety of jade,
璑,7491,,1-44-51,,96,,16,,,wu2;ブ;ム;いし,,
璒,7492,,1-44-52,2-80-92,96,,16,,,deng1;Đăng;トウ;いし,,
璘,7498,,1-44-53,1-88-25,96,,16,,,lin2;rin;Lân;リン,luster of jade,
璙,7499,,1-44-54,2-80-94,96,,16,,,liao2;Liêu;Liệu;リョウ;しろがね,,
璚,749a,,1-44-55,,96,,16,,,qiong2;Quyết;Quỳnh;ケイ;ギョウ;ケツ;ケチ,splendid,
璜,749c,,1-44-56,1-88-26,96,,16,,,huang2;hwang;Hoàng;Huỳnh;コウ;オウ,jade ornament semicircular in shape,
璟,749f,,1-44-57,1-88-27,96,,16,,,jing3;gyeong;Cảnh;Ảnh;Kỉnh;エイ;ヨウ;ケイ;キョウ,luster of gem,
璠,74a0,,1-44-58,2-81-01,96,,16,,,fan2;Phan;Phàn;Phiền;Phồn;ハン;ボン;たま,piece of precious jade,
璡,74a1,,1-44-59,2-81-02,96,,16,,,jin4;jin;Tấn;シン,jade look alike stone,
璣,74a3,,1-44-60,1-88-28,96,,16,,,ji1;gi;Cơ;Ki;Ky;キ;ケ;たま,pearl that is not quite round,
