kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori
揚,63da,1-45-40,,,64,8.0,12,1316.0,1.0,yang2;yang;양;Dương;ヨウ;あ.げる;-あ.げ;あ.がる,raise;elevate;hoist;praise;extol;fry in deep fat,あがり
揺,63fa,1-45-41,,,64,8.0,12,1079.0,1.0,yao2;yo;요;Dao;Đao;Diêu;ヨウ;ゆ.れる;ゆ.る;ゆ.らぐ;ゆ.るぐ;ゆ.する;ゆ.さぶる;ゆ.すぶる;うご.く,swing;shake;sway;rock;tremble;vibrate,
擁,64c1,1-45-42,,,64,8.0,16,1213.0,1.0,yong3;yong1;ong;옹;Ủng;Ung;ヨウ,hug;embrace;possess;protect;lead,
曜,66dc,1-45-43,,,72,2.0,18,940.0,3.0,yao4;yue4;yo;요;Diệu;ヨウ,weekday,てる
楊,694a,1-45-44,,,75,9.0,13,1815.0,1.0,yang2;yang;양;Dương;ヨウ;やなぎ,willow,やな
様,69d8,1-45-45,,,75,3.0,14,493.0,2.0,yang4;yang;양;Dạng;ヨウ;ショウ;さま;さん,Esq.;way;manner;situation;polite suffix,
洋,6d0b,1-45-46,,,85,3.0,9,763.0,3.0,yang2;yang;양;Dương;ヨウ,ocean;sea;foreign;Western style,なだ;ひろ;ひろし;よ;よし
溶,6eb6,1-45-47,,,85,8.0,13,1364.0,2.0,rong2;yong;용;Dong;ヨウ;と.ける;と.かす;と.く,melt;dissolve;thaw,
熔,7194,1-45-48,,,86,,14,,,rong2;yong;용;Dong;ヨウ;と.ける;と.かす;いがた,fuse;melt,
用,7528,1-45-49,,,101,2.0,5,107.0,3.0,yong4;yong;용;Dụng;ヨウ;もち.いる,utilize;business;service;use;employ,たから
窯,7aaf,1-45-50,,,116,8.0,15,2072.0,1.0,yao2;yo;요;Diêu;ヨウ;かま,kiln;oven;furnace,
羊,7f8a,1-45-51,,,123,3.0,6,1852.0,1.0,yang2;yang;양;Dương;ヨウ;ひつじ,sheep,よ
耀,8000,1-45-52,,,124;42,9.0,20,2253.0,1.0,yao4;yue4;yo;요;Diệu;ヨウ;かがや.く;ひかり,shine;sparkle;gleam;twinkle,あかる
葉,8449,1-45-53,,,140,3.0,12,414.0,2.0,xie2;ye4;she4;yeob;seob;엽;섭;Diệp;ヨウ;は,leaf;plane;lobe;needle;blade;spear;counter for flat things;fragment;piece,よ;わ
蓉,84c9,1-45-54,,,140,9.0,13,,1.0,rong2;yong;용;Dong;ヨウ,lotus,はす;よ
要,8981,1-45-55,,,146,4.0,9,106.0,2.0,yao4;yao1;yo;요;Yếu;Yêu;ヨウ;い.る;かなめ,need;main point;essence;pivot;key to,とし
謡,8b21,1-45-56,,,149,8.0,16,1580.0,1.0,yao2;yo;요;Dao;ヨウ;うた.い;うた.う,song;sing;ballad;noh chanting,
踊,8e0a,1-45-57,,,157,8.0,14,1308.0,2.0,yong3;yong;용;Dũng;ヨウ;おど.る,jump;dance;leap;skip,
遥,9065,1-45-58,,,162,9.0,12,2376.0,1.0,yao2;yo;요;Diêu;Dao;ヨウ;はる.か,far off;distant;long ago,
陽,967d,1-45-59,,,170,3.0,12,1071.0,2.0,yang2;yang;양;Dương;ヨウ;ひ,sunshine;yang principle;positive;male;heaven;daytime,あき;あきら;あけ;はる;ひろ;やん;よ
養,990a,1-45-60,,,184;123,4.0,15,888.0,1.0,yang3;yang4;yang;양;Dưỡng;Dượng;ヨウ;リョウ;やしな.う,foster;bring up;rear;develop;nurture,や
慾,617e,1-45-61,,,61,,15,,,yu4;yog;욕;Dục;ヨク,covetousness;greed;passion;desire;craving,
抑,6291,1-45-62,,,64,8.0,7,834.0,1.0,yi4;eog;억;Ức;ヨク;おさ.える,repress;well;now;in the first place;push;shove;press;seal;do in spite of,
欲,6b32,1-45-63,,,76;150,6.0,11,902.0,2.0,yu4;yog;욕;Dục;ヨク;ほっ.する;ほ.しい,longing;covetousness;greed;passion;desire;craving,
沃,6c83,1-45-64,,,85,8.0,7,,,wo4;og;옥;Ốc;ヨウ;ヨク;オク;そそ.ぐ,fertility,
浴,6d74,1-45-65,,,85,4.0,10,1136.0,2.0,yu4;yog;욕;Dục;ヨク;あ.びる;あ.びせる,bathe;be favored with;bask in,えき;さこ
翌,7fcc,1-45-66,,,124,6.0,11,1070.0,2.0,yi4;ig;익;Dực;ヨク,the following;next,
翼,7ffc,1-45-67,,,124,8.0,17,1201.0,1.0,yi4;ig;익;Dực;ヨク;つばさ,wing;plane;flank,
淀,6dc0,1-45-68,,,85,9.0,11,1987.0,,dian4;jeong;정;Điến;テン;デン;よど.む,pool;eddy,
羅,7f85,1-45-69,,,122,8.0,19,1831.0,1.0,luo2;luo1;ra;라;La;ラ;うすもの,gauze;thin silk;Rome;arrange;spread out,
螺,87ba,1-45-70,,,142,9.0,17,,,luo2;ra;re;라;레;Loa;ラ;にし;にな,"small, edible, helical fresh-water mollusk",
裸,88f8,1-45-71,,,145,8.0,13,1796.0,1.0,luo3;ra;ya;라;야;Lỏa;Khỏa;ラ;はだか,naked;nude;uncovered;partially clothed,
来,6765,1-45-72,,,75;4,2.0,7,102.0,4.0,lai2;rae;래;Lai;Lãi;Lay;Lơi;Ray;Rơi;ライ;タイ;く.る;きた.る;きた.す;き.たす;き.たる;き;こ,come;due;next;cause;become,くり;くる;ごろ;さ
莱,83b1,1-45-73,,,140,,10,,,lai2;rae;래;Lai;ライ;リ;あかざ;あわち;こうがい,goosefoot;pigweed,
頼,983c,1-45-74,,,181,8.0,16,708.0,2.0,lai4;roe;뢰;Lại;Trái;ライ;たの.む;たの.もしい;たよ.る,trust;request,よち;より
雷,96f7,1-45-75,,,173,8.0,13,1491.0,1.0,lei2;roe;뢰;Lôi;ライ;かみなり;いかずち;いかづち,thunder;lightning bolt,
洛,6d1b,1-45-76,,,85,9.0,9,2302.0,,luo4;rag;락;Lạc;ラク,Kyoto;the capital,
絡,7d61,1-45-77,,,120,8.0,12,806.0,2.0,luo4;lao4;rag;락;Lạc;ラク;から.む;から.まる,entwine;coil around;get caught in,
落,843d,1-45-78,,,140,3.0,12,420.0,2.0,luo4;la4;lao4;rag;락;Lạc;ラク;お.ちる;お.ち;お.とす,fall;drop;come down;village;hamlet,おち
酪,916a,1-45-79,,,164,8.0,13,2012.0,1.0,lao4;luo4;rag;락;Lạc;ラク,dairy products;whey;broth;fruit juice,
乱,4e71,1-45-80,,,5;135,6.0,7,755.0,2.0,luan4;ran;란;Loạn;Làn;Loàn;ラン;ロン;みだ.れる;みだ.る;みだ.す;みだ;おさ.める;わた.る,riot;war;disorder;disturb,ら
卵,5375,1-45-81,,,26;4,6.0,7,1342.0,2.0,luan3;ran;란;Noãn;ラン;たまご,egg;ovum;spawn;roe,
嵐,5d50,1-45-82,,,46,8.0,12,1910.0,1.0,lan2;ram;람;Lam;ラン;あらし,storm;tempest,ぞれ
欄,6b04,1-45-83,,,75,8.0,20,1523.0,1.0,lan2;ran;란;Lan;ラン;てすり,column;handrail;blank;space,
濫,6feb,1-45-84,,,85,8.0,18,,1.0,lan4;ram;ham;람;함;Lạm;Lãm;Cãm;ラン;みだ.りに;みだ.りがましい,excessive;overflow;spread out,
藍,85cd,1-45-85,,,140,8.0,18,2043.0,1.0,lan2;la5;ram;람;Lam;ラン;あい,indigo,
蘭,862d,1-45-86,,,140,9.0,19,1886.0,1.0,lan2;ran;란;Lan;ラン;ラ,orchid;Holland,か;あららぎ
覧,89a7,1-45-87,,,147,6.0,17,1510.0,1.0,lan3;ram;람;Lãm;ラン;み.る,perusal;see,
利,5229,1-45-88,,,18;115,4.0,7,203.0,2.0,li4;ri;리;Lợi;リ;き.く,profit;advantage;benefit,かが;と;とし;のり;み;りい
吏,540f,1-45-89,,,30;4,8.0,6,,1.0,li4;ri;리;Lại;リ,officer;an official,さと;し
履,5c65,1-45-90,,,44,8.0,15,1619.0,1.0,lu:3;ri;리;Lý;リ;は.く,perform;complete;footgear;shoes;boots;put on (the feet),
李,674e,1-45-91,,,75,9.0,7,1147.0,1.0,li3;ri;리;Lý;リ;すもも,plum,もも;い
梨,68a8,1-45-92,,,75,4.0,11,1331.0,1.0,li2;ri;리;Lê;リ;なし,pear tree,か
理,7406,1-45-93,,,96,2.0,11,86.0,3.0,li3;ri;리;Lý;リ;ことわり,logic;arrangement;reason;justice;truth,あや;おさむ;さと;さとる;ただ;ただし;とおる;に;のり;ひ;まこと;まさ;まさし;まろ;みち;よし
璃,7483,1-45-94,,,96,8.0,15,,1.0,li2;ri;리;Ly;リ,glassy;lapis lazuli,あき
痢,75e2,1-46-01,,,104,8.0,12,2037.0,1.0,li4;ri;리;Lị;リ,diarrhea,
裏,88cf,1-46-02,,,145;8,6.0,13,812.0,2.0,li3;ri;리;Lý;リ;うら,back;amidst;in;reverse;inside;palm;sole;rear;lining;wrong side,
裡,88e1,1-46-03,,,145,9.0,12,,,li3;ri;리;Lý;リ;うち;うら,reverse;inside;palm;sole;rear;lining;wrong side,
里,91cc,1-46-04,,,166,2.0,7,1096.0,1.0,li3;ri;리;Lý;リ;さと,ri;village;parent's home;league,さ
離,96e2,1-46-05,,,172,8.0,19,555.0,1.0,li2;ri;리;Ly;リ;はな.れる;はな.す,detach;separation;disjoin;digress,
陸,9678,1-46-06,,,170,4.0,11,736.0,2.0,lu4;liu4;ryug;륙;Lục;リク;ロク;おか,land;six,くが;たち;みち;む;むつ
律,5f8b,1-46-07,,,60,6.0,9,992.0,2.0,lu:4;ryul;률;Luật;リツ;リチ;レツ,rhythm;law;regulation;gauge;control,たかし;のり
率,7387,1-46-08,,,95;8,5.0,11,383.0,2.0,lu:4;shuai4;shuo4;sol;ryul;솔;률;Suất;Súy;Luật;Soát;ソツ;リツ;シュツ;ひき.いる,ratio;rate;proportion;%;factor;lead;spearhead;command,
立,7acb,1-46-09,,,117,1.0,5,58.0,4.0,li4;rib;립;Lập;リツ;リュウ;リットル;た.つ;-た.つ;た.ち-;た.てる;-た.てる;た.て-;たて-;-た.て;-だ.て;-だ.てる,stand up;rise;set up;erect,たち;たっ;たつ;だて;つい
葎,844e,1-46-10,,,140,,12,,,lu:4;ryul;률;Luật;Lót;Lốt;リツ;むぐら,creepers;trailing plants;vines,つ
掠,63a0,1-46-11,,,64,9.0,11,,,lu:e4;ryag;ryang;략;량;Lược;リャク;リョウ;かす.める;かす.る;かす.れる,pillage;rob;graze;skim;sweep over;cheat;hint,ぐら
略,7565,1-46-12,,,102,5.0,11,774.0,2.0,lu:e4;ryag;략;Lược;リャク;ほぼ;はぶ.く;おか.す;おさ.める;はかりごと;はか.る,abbreviation;omission;outline;shorten;capture;plunder,
劉,5289,1-46-13,,,18,9.0,15,1947.0,,liu2;ryu;류;Lưu;リュウ;ル;ころ.す,"weapon of war;logging axe;kill en masse;peeling (paint off a wall, etc);sparse;faded",らう;のぶ;みずち
流,6d41,1-46-14,,,85,3.0,10,280.0,2.0,liu2;ryu;류;Lưu;リュウ;ル;なが.れる;なが.れ;なが.す;-なが.す,current;a sink;flow;forfeit,な;ながれ;めぐる
溜,6e9c,1-46-15,,,85,9.0,13,2451.0,,liu1;liu4;ryu;류;Lựu;Lưu;Rượu;リュウ;た.まる;たま.る;た.める;したた.る;たまり;ため,collect;gather;be in arrears,
琉,7409,1-46-16,,,96,9.0,11,2036.0,1.0,liu2;ryu;류;Lưu;リュウ;ル,precious stone;gem;lapis lazuli,
留,7559,1-46-17,,,102,5.0,10,731.0,2.0,liu2;ryu;류;Lưu;リュウ;ル;と.める;と.まる;とど.める;とど.まる;るうぶる,detain;fasten;halt;stop,とめ
硫,786b,1-46-18,,,112,8.0,12,1867.0,1.0,liu2;ryu;류;Lưu;リュウ,sulphur,
粒,7c92,1-46-19,,,119,8.0,11,1635.0,2.0,li4;rib;립;Lạp;リュウ;つぶ,grains;drop;counter for tiny particles,
隆,9686,1-46-20,,,170,8.0,11,1109.0,1.0,long2;long1;ryung;륭;Long;リュウ,hump;high;noble;prosperity,お;たか;たかし
竜,7adc,1-46-21,,,117;212,8.0,10,1195.0,1.0,long2;ryong;nong;룡;농;Long;Lung;Luôn;リュウ;リョウ;ロウ;たつ;いせ,dragon;imperial,りう
龍,9f8d,1-46-22,,,212,10.0,16,1734.0,,long2;ryong;rong;룡;롱;Long;Sủng;リュウ;リョウ;ロウ;たつ,dragon;imperial,りゅ
侶,4fb6,1-46-23,,,9,8.0,9,,,lu:3;ryeo;려;Lữ;リョ;ロ;とも,companion;follower,
慮,616e,1-46-24,,,61;141,8.0,15,916.0,1.0,lu:4;ryeo;려;Lự;Lư;リョ;おもんぱく.る;おもんぱか.る,prudence;thought;concern;consider;deliberate;fear,ぜ
旅,65c5,1-46-25,,,70,3.0,10,783.0,3.0,lu:3;ryeo;려;Lữ;リョ;たび,trip;travel,
虜,865c,1-46-26,,,141,8.0,13,1678.0,1.0,lu3;ro;로;Lỗ;リョ;ロ;とりこ;とりく,captive;barbarian;low epithet for the enemy,
了,4e86,1-46-27,,,6,8.0,2,792.0,2.0,liao3;le5;ryo;료;Liễu;リョウ,complete;finish,さとる
亮,4eae,1-46-28,,,8,9.0,9,1821.0,1.0,liang4;ryang;량;Lượng;リョウ;あきらか,clear;help,あき;すけ;まこと;あきら;よし;きょう;たすく;ふさ
僚,50da,1-46-29,,,9,8.0,14,709.0,1.0,liao2;ryo;료;Liêu;リョウ,colleague;official;companion,
両,4e21,1-46-30,,,1,3.0,6,247.0,2.0,liang3;ryang;량;Lạng;リョウ;てる;ふたつ,"both;old Japanese coin;counter for carriages (e.g., in a train);two",もろ
凌,51cc,1-46-31,,,15,9.0,10,2423.0,1.0,ling2;reung;릉;Lăng;リョウ;しの.ぐ,endure;keep (rain)out;stave off;tide over;defy;slight;surpass,
寮,5bee,1-46-32,,,40,8.0,15,1705.0,1.0,liao2;ryo;료;Liêu;リョウ,dormitory;hostel;villa;tea pavillion,
料,6599,1-46-33,,,68;119,4.0,10,295.0,3.0,liao4;ryo;료;Liêu;Liệu;リョウ,fee;materials,
梁,6881,1-46-34,,,75,9.0,11,2017.0,,liang2;ryang;량;Lương;リョウ;はり;うつばり;うちばり;やな;はし,weir;fish trap;beam;girder,
涼,6dbc,1-46-35,,,85,8.0,11,1783.0,2.0,liang2;liang4;ryang;량;Lương;Lượng;リョウ;すず.しい;すず.む;すず.やか;うす.い;ひや.す;まことに,refreshing;nice and cool,りょ
猟,731f,1-46-36,,,94,8.0,11,1851.0,1.0,lie4;ryeob;렵;Liệp;リョウ;かり;か.る,game-hunting;shooting;game;bag,
療,7642,1-46-37,,,104,8.0,17,600.0,2.0,liao2;ryo;료;Liệu;リョウ,heal;cure,
瞭,77ad,1-46-38,,,109,8.0,17,,1.0,liao3;liao4;ryo;료;Liệu;リョウ;あきらか,clear,
稜,7a1c,1-46-39,,,115,9.0,13,2091.0,1.0,leng2;reung;릉;Lăng;Lắng;リョウ;ロウ;いつ;かど,angle;edge;corner;power;majesty,
糧,7ce7,1-46-40,,,119,8.0,18,1354.0,1.0,liang2;ryang;량;Lương;リョウ;ロウ;かて,provisions;food;bread,
良,826f,1-46-41,,,138,4.0,7,501.0,2.0,liang2;ryang;량;Lương;リョウ;よ.い;-よ.い;い.い;-い.い,good;pleasing;skilled,じ;なが;まこと;よし;ら;りょ;ろう
諒,8ad2,1-46-42,,,149,9.0,15,,1.0,liang4;ryang;량;Lượng;リョウ;あきら.か;まことに,fact;reality;understand;appreciate,あき;まさ;まこと
遼,907c,1-46-43,,,162,9.0,15,2050.0,1.0,liao2;ryo;료;Liêu;リョウ,distant,はるか
量,91cf,1-46-44,,,166;72,4.0,12,469.0,2.0,liang4;liang2;ryang;량;Lượng;Lương;リョウ;はか.る,quantity;measure;weight;amount;consider;estimate;surmise,かず
陵,9675,1-46-45,,,170,8.0,11,1746.0,1.0,ling2;reung;릉;Lăng;リョウ;みささぎ,mausoleum;imperial tomb;mound;hill,
領,9818,1-46-46,,,181,5.0,14,138.0,2.0,ling3;ryeong;령;Lĩnh;リョウ;えり,jurisdiction;dominion;territory;fief;reign,よう;よし
力,529b,1-46-47,,,19,1.0,2,62.0,3.0,li4;ryeog;력;Lực;リョク;リキ;リイ;ちから,power;strength;strong;strain;bear up;exert,じから;つとむ
緑,7dd1,1-46-48,,,120,3.0,14,1180.0,2.0,lu:4;rog;록;Lục;リョク;ロク;みどり,green,
倫,502b,1-46-49,,,9,8.0,10,1322.0,1.0,lun2;ryun;륜;Luân;リン,ethics;companion,とも;のり;ひとし;ひろ;みち
厘,5398,1-46-50,,,27,8.0,9,1835.0,1.0,li2;ri;jeon;리;전;Ly;リン,rin;1/10 sen;1/10 bu,
林,6797,1-46-51,,,75,1.0,8,656.0,3.0,lin2;rim;림;Lâm;リン;はやし,grove;forest,し
淋,6dcb,1-46-52,,,85,9.0,11,,,lin2;lin4;rim;림;Lâm;リン;さび.しい;さみ.しい,lonely;deserted,
燐,71d0,1-46-53,,,86,,17,,,lin2;rin;린;Lân;リン,phosphorus,
琳,7433,1-46-54,,,96,9.0,12,,1.0,lin2;rim;림;Lâm;リン,jewel;tinkling of jewelry,
臨,81e8,1-46-55,,,131,6.0,18,722.0,1.0,lin2;rim;림;Lâm;Lấm;リン;のぞ.む,look to;face;meet;confront;attend;call on,み
輪,8f2a,1-46-56,,,159,4.0,15,693.0,2.0,lun2;ryun;륜;Luân;リン;わ,wheel;ring;circle;link;loop;counter for wheels and flowers,なわ;も
隣,96a3,1-46-57,,,170,8.0,16,1083.0,1.0,lin2;rin;린;Lân;Lăn;リン;とな.る;となり,neighboring,ちか
鱗,9c57,1-46-58,,,195,9.0,24,2494.0,,lin2;rin;린;Lân;リン;うろこ;こけ;こけら,scales (fish),
麟,9e9f,1-46-59,,,198,9.0,24,,1.0,lin2;rin;린;Lân;リン,Chinese unicorn;genius;giraffe;bright;shining,
瑠,7460,1-46-60,,,96,8.0,14,2352.0,1.0,liu2;ryu;류;Lưu;ル;リュウ,lapis lazuli,るり
塁,5841,1-46-61,,,32;102,8.0,12,651.0,1.0,lei3;ru;roe;루;뢰;Lỗi;ルイ;ライ;スイ;とりで,bases;fort;rampart;walls;base(ball),る
涙,6d99,1-46-62,,,85,8.0,10,1381.0,2.0,lei4;ru;루;Lệ;ルイ;レイ;なみだ,tears;sympathy,
累,7d2f,1-46-63,,,120;102,8.0,11,1662.0,1.0,lei4;lei2;lei3;ru;루;Luy;Lũy;Lụy;ルイ,accumulate;involvement;trouble;tie up;continually,
類,985e,1-46-64,,,181,4.0,18,678.0,2.0,lei4;ryu;류;Loại;ルイ;たぐ.い,sort;kind;variety;class;genus,
令,4ee4,1-46-65,,,9,4.0,5,804.0,2.0,ling4;ling2;ling3;ryeong;령;Lệnh;Linh;レイ,orders;laws;command;decree;good,のり;りょう;れ
伶,4f36,1-46-66,,,9,9.0,7,,1.0,ling2;ryeong;령;Linh;レイ;リョウ;わざおぎ,actor,れ
例,4f8b,1-46-67,,,9,4.0,8,399.0,2.0,li4;rye;례;Lệ;レイ;たと.える,example;custom;usage;precedent,
冷,51b7,1-46-68,,,15,4.0,7,667.0,2.0,leng3;raeng;랭;Lãnh;レイ;つめ.たい;ひ.える;ひ.や;ひ.ややか;ひ.やす;ひ.やかす;さ.める;さ.ます,"cool;cold (beer, person);chill",
励,52b1,1-46-69,,,19;4,8.0,7,1254.0,1.0,li4;ryeo;려;Lệ;レイ;はげ.む;はげ.ます,encourage;be diligent;inspire,
嶺,5dba,1-46-70,,,46,9.0,17,1959.0,1.0,ling3;ryeong;령;Lĩnh;レイ;リョウ;みね,peak;summit,ね
怜,601c,1-46-71,,,61,9.0,8,2450.0,1.0,lian2;ling2;ryeong;ryeon;령;련;Lân;Liên;Linh;Lanh;Lệnh;レイ;レン;リョウ;あわ.れむ;さと.い,wise,さと;さとし
玲,73b2,1-46-72,,,96,9.0,9,1931.0,1.0,ling2;ryeong;령;Linh;レイ,sound of jewels,たま;あきら;あき;りょう;れ
礼,793c,1-46-73,,,113,3.0,5,1185.0,2.0,li3;rye;례;Lễ;レイ;ライ,salute;bow;ceremony;thanks;remuneration,あや;なり;のり;ひろし;れ
苓,82d3,1-46-74,,,140,,8,,,ling2;ryeong;령;Linh;レイ;リョウ;みみなぐさ,plant;herb;mushroom,
鈴,9234,1-46-75,,,167,8.0,13,880.0,1.0,ling2;ryeong;령;Linh;レイ;リン;すず,small bell;buzzer,ず
隷,96b7,1-46-76,,,171,8.0,16,2009.0,1.0,li4;rye;례;Lệ;レイ;したが.う;しもべ,slave;servant;prisoner;criminal;follower,
零,96f6,1-46-77,,,173,8.0,13,1217.0,2.0,ling2;ryeong;ryeon;령;련;Linh;レイ;ぜろ;こぼ.す;こぼ.れる,zero;spill;overflow;nothing;cipher,
霊,970a,1-46-78,,,173,8.0,15,1458.0,1.0,ling2;ryeong;령;Linh;レイ;リョウ;たま,spirits;soul,
麗,9e97,1-46-79,,,198,8.0,19,1758.0,1.0,li4;li2;ryeo;ri;려;리;Lệ;Ly;レイ;うるわ.しい;うら.らか,lovely;beautiful;graceful;resplendent,ま;よし;り
齢,9f62,1-46-80,,,211,8.0,17,770.0,2.0,ling2;ryeong;령;Linh;レイ;よわい;とし,age,
暦,66a6,1-46-81,,,72;27,8.0,14,1765.0,1.0,li4;ryeog;력;Lịch;レキ;リャク;こよみ,calendar;almanac,
歴,6b74,1-46-82,,,77;27,5.0,14,632.0,2.0,li4;ryeog;력;Lịch;レキ;レッキ,curriculum;continuation;passage of time,
列,5217,1-46-83,,,18;78,3.0,6,927.0,2.0,lie4;ryeol;렬;Liệt;レツ;レ,file;row;rank;tier;column,れっ
劣,52a3,1-46-84,,,19;4,8.0,6,1620.0,1.0,lie4;ryeol;렬;Liệt;レツ;おと.る,inferiority;be inferior to;be worse,
烈,70c8,1-46-85,,,86,8.0,10,1397.0,1.0,lie4;ryeol;렬;Liệt;レツ;はげ.しい,ardent;violent;vehement;furious;severe;extreme,やす
裂,88c2,1-46-86,,,145,8.0,12,1041.0,1.0,lie4;lie3;ryeol;렬;Liệt;レツ;さ.く;さ.ける;-ぎ.れ,split;rend;tear,
廉,5ec9,1-46-87,,,53,8.0,13,2066.0,1.0,lian2;ryeom;렴;Liêm;レン,bargain;reason;charge;suspicion;point;account;purity;honest;low price;cheap;rested;contented;peaceful,きよ
恋,604b,1-46-88,,,61;8,8.0,10,1296.0,2.0,lian4;ryeon;련;Luyến;レン;こ.う;こい;こい.しい,romance;in love;yearn for;miss;darling,
憐,6190,1-46-89,,,61,9.0,16,,,lian2;ryeon;련;Liên;Lân;レン;あわ.れむ;あわ.れ,pity;have mercy;sympathise;compassion,
漣,6f23,1-46-90,,,85,9.0,13,,,lian2;ryeon;련;Liên;レン;ラン;さざなみ,ripples,
煉,7149,1-46-91,,,86,9.0,12,,,lian4;ryeon;련;Luyện;レン;ね.る,refine metals;kneading over fire,
簾,7c3e,1-46-92,,,118,9.0,19,,,lian2;ryeom;렴;Liêm;レン;すだれ;す,bamboo screen;rattan blind,みす
練,7df4,1-46-93,,,120,3.0,14,788.0,2.0,lian4;ryeon;련;Luyện;レン;ね.る;ね.り,practice;gloss;train;drill;polish;refine,ねり
聯,806f,1-46-94,,,128,,17,1967.0,,lian2;ryeon;련;Liên;レン;つら.なる;つら.ねる,party;gang;clique,
蓮,84ee,1-47-01,,,140;162,9.0,13,1839.0,1.0,lian2;ryeon;련;Liên;レン;はす;はちす,lotus,
連,9023,1-47-02,,,162,4.0,10,30.0,2.0,lian2;ryeon;련;Liên;レン;つら.なる;つら.ねる;つ.れる;-づ.れ,take along;lead;join;connect;party;gang;clique,ずれ;つれ;むらじ;れ
錬,932c,1-47-03,,,167,8.0,16,2221.0,1.0,lian4;ryeon;련;Chương;Luyện;Rèn;レン;ね.る,tempering;refine;drill;train;polish,
呂,5442,1-47-04,,,30,8.0,7,2055.0,1.0,lu:3;ryeo;려;Lữ;Lã;ロ;リョ;せぼね,spine;backbone,とも;なが
魯,9b6f,1-47-05,,,195,9.0,15,2153.0,,lu3;ro;로;Lỗ;ロ;おろか,foolish;Russia,
櫓,6ad3,1-47-06,,,75,9.0,19,,,lu3;ro;로;Lỗ;ロ;やぐら;おおだて,oar;tower,
炉,7089,1-47-07,,,86,8.0,8,1359.0,1.0,lu2;ro;로;Lô;Lò;Lư;ロ;いろり,hearth;furnace;kiln;reactor,
賂,8cc2,1-47-08,,,154,8.0,13,,,lu4;roe;뢰;Lộ;ロ;まいな.い;まいな.う,bribe,
路,8def,1-47-09,,,157,3.0,13,529.0,2.0,lu4;ro;로;Lộ;ロ;ル;-じ;みち,path;route;road;distance,
露,9732,1-47-10,,,173,8.0,21,928.0,1.0,lu4;lou4;ro;로;Lộ;ロ;ロウ;つゆ,dew;tears;expose;Russia,や;ゆ
労,52b4,1-47-11,,,19,4.0,7,398.0,2.0,lao2;ro;로;Lao;ロウ;ろう.する;いたわ.る;いた.ずき;ねぎら;つか.れる;ねぎら.う,labor;thank for;reward for;toil;trouble,
婁,5a41,1-47-12,,,38,,11,,,lou2;lu:3;ru;루;Lâu;Lũ;Lu;ル;ロウ;つな.ぐ;ひ.く,frequently;tie,ろ
廊,5eca,1-47-13,,,53,8.0,12,1598.0,1.0,lang2;rang;랑;Lang;ロウ,corridor;hall;tower,
弄,5f04,1-47-14,,,55;96,8.0,7,,,nong4;long4;rong;롱;Lộng;ロウ;ル;いじく.る;ろう.する;いじ.る;ひねく.る;たわむ.れる;もてあそ.ぶ,play with;tamper;trifle with,
朗,6717,1-47-15,,,74;130,6.0,10,1374.0,1.0,lang3;rang;랑;Lãng;ロウ;ほが.らか;あき.らか,melodious;clear;bright;serene;cheerful,あき;あきら;お;さえ;ろ
楼,697c,1-47-16,,,75,8.0,13,2173.0,1.0,lou2;ru;루;Lâu;Lầu;ロウ;たかどの,watchtower;lookout;high building,
榔,6994,1-47-17,,,75,,13,,,lang2;rang;랑;Lang;ロウ,betel palm tree,
浪,6d6a,1-47-18,,,85,8.0,10,1508.0,1.0,lang4;rang;랑;Lãng;Lang;ロウ,wandering;waves;billows;reckless;unrestrained,なに;なみ
漏,6f0f,1-47-19,,,85,8.0,14,1298.0,1.0,lou4;ru;루;Lậu;ロウ;も.る;も.れる;も.らす,leak;escape;time,
牢,7262,1-47-20,,,93;40,,7,2472.0,,lao2;roe;ro;뢰;로;Lao;ロウ;かた.い;ひとや,prison;jail;hardness,
狼,72fc,1-47-21,,,94,9.0,10,2129.0,,lang2;rang;랑;Lang;ロウ;おおかみ,wolf,
篭,7bed,1-47-22,,,118,,16,2237.0,,long2;long3;rong;롱;Lồng;Lung;Lùng;Luông;Luồng;Trông;ロウ;ル;かご;こ.める;こも.る;こ.む,seclude oneself;cage;coop;implied,ごめ
老,8001,1-47-23,,,125,4.0,6,803.0,2.0,lao3;ro;로;Lão;ロウ;お.いる;ふ.ける,old man;old age;grow old,えび;おい;び
聾,807e,1-47-24,,,128;212,,22,,,long2;rong;롱;Lung;ロウ;ろう.する;つんぼ;みみしい,deafness;deaf person;deafen,
蝋,874b,1-47-25,,,142,,14,,,la4;zha4;rab;랍;Chá;Thự;Trác;ロウ;みつろう;ろうそく,wax,あじ
郎,90ce,1-47-26,,,163,8.0,9,569.0,1.0,lang2;lang4;rang;랑;Lang;Lảng;Loang;Loen;Loẻn;Sang;ロウ;リョウ;おとこ,son;counter for sons,いら;お;とう;もん;ろ;ろお
六,516d,1-47-27,,,12;8,1.0,4,93.0,4.0,liu4;lu4;ryug;륙;Lục;ロク;リク;む;む.つ;むっ.つ;むい,six,く;むつ;ろっ;ろつ
麓,9e93,1-47-28,,,198,8.0,19,2366.0,,lu4;rog;록;Lộc;ロク;ふもと,foot of a mountain,
